ID,Tweet,Creado_tweet,Locacion_usuario,Seguidores_usuario,Amigos_usuario,Favoritos_usuario,Descripcion_usuario,Verificado_usuario,Idioma,Tipo
1212813782071808006,"@La3EnDiscordia Típico programita feminazi y asqueroso.
Aplaudiendo la infidelidad de la esposa hacia el marido.
Es un asco que este tipo de programas exista si quiera.",2020-01-02 19:11:53,Guatemala,37,128,268,Just me and My Eternal Pain,False,es,misogino
1209256450507206657,Ni porque sea feminazi la hdsptm https://t.co/lee8tjs3cl,2019-12-23 23:36:19,oaxaca,45,258,36546,,False,es,misogino
1207699408558731270,"@VaneOblitas1 @MilagrosLeivaG Atea y feminazi, ya para que responderle la bestialidad que escribe...",2019-12-19 16:29:11,Lima-Perú,1622,6150,112238,"Administrador UCSS, amigo leal, honesto y sincero, la familia siempre 👨‍👩‍👧‍👦 / ✈️🚢 🚵‍♂️ 🏈🏀🏐🥎 / ⚽ Y Dale U x 100pre !!!",False,es,misogino
1210673404904431624,"#FEMINAZIS unidas con propósitos #PROMUERTE trabajando para PLANNED PARENTHOOD 
#GeorgeSoros #ippf  #ONU #CIDH https://t.co/smJH0e2r4N",2019-12-27 21:26:47,"Guayaquil, Ecuador",1408,1890,38441,"Móvimiento Civil a favor de la Vida la Familia y sus derechos
#AntiProgress #AntiGlobalista 🇪🇨
#FollowProvida 💙",False,es,misogino
1210879966423998470,Porque cuando imponen sobre la vida y la libertad de alguien más ahí serán feminazis. https://t.co/7ZnPqeMHHs,2019-12-28 11:07:35,"Lara, Venezuela",4777,1626,37397,"Escribo porque no he leído suficiente.


Te invito al maravilloso riesgo de la Libertad.",False,es,misogino
1228071567449567233,"me gusta mas esta version que la de las feminazis ,el zurdito capusotto me cabe https://t.co/epbvhA6o4z",2020-02-13 21:40:52,argentina Rosario,676,1034,15928,"al borde de la simpatía ,cara de orto casi siempre 🇦🇷🇦🇷🇦🇷 ✝️",False,es,misogino
1212922061758304256,"@Josefina_28 Otra feminazi. Creyendo que matando al mensajero arregla el problema. Lástima que el PUCP hicieron pésimo trabajo consigo. Todas tus apostillas tienes millones de apostillas más q las dejan sin piso. Ilústrate , luego critica.",2020-01-03 02:22:09,"Surco, Lima, Peru",346,1280,66735,La combinación de la inteligencia en diferentes personas tiene menos impacto que la combinación de la estupidez.,False,es,misogino
1212922061758304256,"@Josefina_28 Otra feminazi. Creyendo que matando al mensajero arregla el problema. Lástima que el PUCP hicieron pésimo trabajo consigo. Todas tus apostillas tienes millones de apostillas más q las dejan sin piso. Ilústrate , luego critica.",2020-01-03 02:22:09,"Surco, Lima, Peru",346,1280,66735,La combinación de la inteligencia en diferentes personas tiene menos impacto que la combinación de la estupidez.,False,es,misogino
1211782685548527627,"Esas feminazis son la cagada...
😂😂😂😂 https://t.co/pcRp6JtM21",2019-12-30 22:54:40,,1063,894,182631,"If you've got time to fantasize about a beautiful death, why not live beautifully until the end?",False,es,misogino
1210255386030292992,"@LaFallaras Lo de puta bien, a ver si empiezas a follar y dejas de joder.",2019-12-26 17:45:44,,1277,1341,54564,,False,es,misogino
1210255386030292992,"@LaFallaras Lo de puta bien, a ver si empiezas a follar y dejas de joder.",2019-12-26 17:45:44,,1277,1341,54564,,False,es,misogino
1210255386030292992,"@LaFallaras Lo de puta bien, a ver si empiezas a follar y dejas de joder.",2019-12-26 17:45:44,,1277,1341,54564,,False,es,misogino
1205805374839894016,"@LaFallaras @populares @CiudadanosCs Hola Sra. patética .. IGUALDAD ¿ sabe lo que significa esta palabra?? 

https://t.co/lFhdV4M2NZ",2019-12-14 11:02:58,España,6210,5572,92878,#ChicasVox® 💚 #LaAlternativa #LasFeminazisAMíNoMeRepresentan #EspañaNoSeRompe #GobiernoDimision #ProtejamosEspaña #LuchemosContraElComunismo,False,es,misogino
1205805374839894016,"@LaFallaras @populares @CiudadanosCs Hola Sra. patética .. IGUALDAD ¿ sabe lo que significa esta palabra?? 

https://t.co/lFhdV4M2NZ",2019-12-14 11:02:58,España,6210,5572,92878,#ChicasVox® 💚 #LaAlternativa #LasFeminazisAMíNoMeRepresentan #EspañaNoSeRompe #GobiernoDimision #ProtejamosEspaña #LuchemosContraElComunismo,False,es,misogino
1204070527603744768,"... feminazi y chavista. Todos les salpica.

Ustedes dan miedo.",2019-12-09 16:09:18,"Mérida, Venezuela",86823,998,104531,Lingüista. La jeva que explica los chistes. Más dramática que gramática.,False,es,misogino
1204070527603744768,"... feminazi y chavista. Todos les salpica.

Ustedes dan miedo.",2019-12-09 16:09:18,"Mérida, Venezuela",86823,998,104531,Lingüista. La jeva que explica los chistes. Más dramática que gramática.,False,es,misogino
1204070527603744768,"... feminazi y chavista. Todos les salpica.

Ustedes dan miedo.",2019-12-09 16:09:18,"Mérida, Venezuela",86823,998,104531,Lingüista. La jeva que explica los chistes. Más dramática que gramática.,False,es,misogino
1211237059807121409,@LaFallaras Eres una patética.,2019-12-29 10:46:33,"Málaga, España",6404,1124,71687,Ahora soy un bot. Más izquierda griega y menos progresismo español. Cansada. No tuiteo para nadie. 🔞,False,es,misogino
1209962818470121473,@Fercgas 🤣🤣🤣🤣🤣remera para volver locas (más de lo que estan) a las feminazis,2019-12-25 22:23:10,Argentina,577,959,47101,"Cristiana protestante. 
💙SI A LAS 2 VIDAS💙. Si a la propiedad privada. 
Anti K. BASTA DE MUSICA ALTA que hasta un sordo la oye. ♥️🐱🐶🇦🇷",False,es,misogino
1209962818470121473,@Fercgas 🤣🤣🤣🤣🤣remera para volver locas (más de lo que estan) a las feminazis,2019-12-25 22:23:10,Argentina,577,959,47101,"Cristiana protestante. 
💙SI A LAS 2 VIDAS💙. Si a la propiedad privada. 
Anti K. BASTA DE MUSICA ALTA que hasta un sordo la oye. ♥️🐱🐶🇦🇷",False,es,misogino
1210755666878451712,"@CsarQ23 es la feminazi de @mariapaularomo cargo en el que rema para donde le conviene, su circulo de ridículas feminazis y menos se preocupa por disculparse con la ciudadanía por lo inservible que ha sido en el cargo que nosostros mismos pagamos ! Debes rendirte a quienes te alimentan.",2019-12-28 02:53:40,guayaquil - ecuador,260,746,5122,"• Asesor Tributario •
Contador Público • Pelotero",False,es,misogino
1210755666878451712,"@CsarQ23 es la feminazi de @mariapaularomo cargo en el que rema para donde le conviene, su circulo de ridículas feminazis y menos se preocupa por disculparse con la ciudadanía por lo inservible que ha sido en el cargo que nosostros mismos pagamos ! Debes rendirte a quienes te alimentan.",2019-12-28 02:53:40,guayaquil - ecuador,260,746,5122,"• Asesor Tributario •
Contador Público • Pelotero",False,es,misogino
1210712961095995393,Se imaginan las feminazis!🤣🤣🤣 https://t.co/YvPniwNOa0,2019-12-28 00:03:58,Panama,418,400,3777,twiteo cuando me acuerdo...,False,es,misogino
1210712961095995393,Se imaginan las feminazis!🤣🤣🤣 https://t.co/YvPniwNOa0,2019-12-28 00:03:58,Panama,418,400,3777,twiteo cuando me acuerdo...,False,es,misogino
1210712961095995393,Se imaginan las feminazis!🤣🤣🤣 https://t.co/YvPniwNOa0,2019-12-28 00:03:58,Panama,418,400,3777,twiteo cuando me acuerdo...,False,es,misogino
1210712961095995393,Se imaginan las feminazis!🤣🤣🤣 https://t.co/YvPniwNOa0,2019-12-28 00:03:58,Panama,418,400,3777,twiteo cuando me acuerdo...,False,es,misogino
1207709398216380416,"@vanesavallejo3 Esas feminazis, solo tienen y destilan odio, eso es una doctrina de mierda, le carbonizan el cerebro!.",2019-12-19 17:08:53,Colombia,635,524,75316,"Empresario. soy de derecha!! detesto el comunismo y cualquier doctrina que vaya en contra la libertad y la justicia , admirador EEUU 🇺🇸, mi mentor TRUMP.👍🏻",False,es,misogino
1212214164850003968,"Feminazi enferma, que el infeliz ese ponga primera y arranque,ya sabe lo que le espera https://t.co/5M7bDE7fUm",2020-01-01 03:29:13,Lima-Peru,1966,3063,32905,"Ventas, seguridad informática, telecomunicaciones, actualidad nacional e internacional y de yapa el mercado bursatil. Android inside.",False,es,misogino
1209907641331462145,"@SoniaVivasRive3 @msikusimakusi Pues haz como las feminazis, ponte un lacito, denuncia al Rey y hazte súbdita del mayordomo del chalet del Vicepresidente de ""Podemos"". Rebadeu quines pardaleries.",2019-12-25 18:43:55,Medellín,37,187,135,Coleccionista de querellas. SANGRE Y FUEGO!!!,False,es,misogino
1209907641331462145,"@SoniaVivasRive3 @msikusimakusi Pues haz como las feminazis, ponte un lacito, denuncia al Rey y hazte súbdita del mayordomo del chalet del Vicepresidente de ""Podemos"". Rebadeu quines pardaleries.",2019-12-25 18:43:55,Medellín,37,187,135,Coleccionista de querellas. SANGRE Y FUEGO!!!,False,es,misogino
1209999904128585729,"Maldito el día en el que se crearon estas 3 nuevas
RAZAS:

- Ñengozos. 
- Feminazis.
- Maricones. (Cobardes que abusan y enfrentan a una mujer) 

Que mundo de mierda en el que estamos viviendo. 
Hasta mañana ""princesos"" y ""preciosas"".✌ https://t.co/Utl1WPtLpt",2019-12-26 00:50:32,"Guayas, Ecuador",310,767,7872,Agarrate con mi humor negro🃏Club verde o un Scotch🥃💛BSC💛No hablo con descendidos a la B.👋 #5a0 #LaGloriaEsDePerlaza #SoldadoDeLeónMarques⚽️🎶🐶🍕🎥🎮🍻,False,es,misogino
1210363205710733313,"@kgomez028 Parece que las feminazis están desembarcando en Pma. Ojalá no lleve la ola que nos está ahogando en Argentina, Chile o Colombia. Los progres comunistas bancando económicamente a todos éstos movimientos con plata del narcotrafico para destruir países e imponer el zurdaje/dictadura",2019-12-27 00:54:10,Argentina,224,361,9534,"No quiero grandes cosas en mi vida, solo esas pequeñas ... Que hagan grande mi vida.",False,es,misogino
1210363205710733313,"@kgomez028 Parece que las feminazis están desembarcando en Pma. Ojalá no lleve la ola que nos está ahogando en Argentina, Chile o Colombia. Los progres comunistas bancando económicamente a todos éstos movimientos con plata del narcotrafico para destruir países e imponer el zurdaje/dictadura",2019-12-27 00:54:10,Argentina,224,361,9534,"No quiero grandes cosas en mi vida, solo esas pequeñas ... Que hagan grande mi vida.",False,es,misogino
1210363205710733313,"@kgomez028 Parece que las feminazis están desembarcando en Pma. Ojalá no lleve la ola que nos está ahogando en Argentina, Chile o Colombia. Los progres comunistas bancando económicamente a todos éstos movimientos con plata del narcotrafico para destruir países e imponer el zurdaje/dictadura",2019-12-27 00:54:10,Argentina,224,361,9534,"No quiero grandes cosas en mi vida, solo esas pequeñas ... Que hagan grande mi vida.",False,es,misogino
1210348815334723585,@mariapaularomo @PoliciaEcuador Felicitaciones pero no pida disculpa por una feminazi,2019-12-26 23:56:59,"Guayaquil, Ecuador",23,175,957,"Agradecido con lo que Dios nos da, Barcelonista de Corazón",False,es,misogino
1204513984780521472,Feminazi al cuete https://t.co/62ak2Tkd5R,2019-12-10 21:31:27,,19020,18814,34949,"no respondo a izquerdosos, solo bloqueo no pierdas tu *valioso* tiempo y mejor sigue sin hacer nada vago mugroso!!!!",False,es,misogino
1206528092837163009,"Voy hacer tutoriales para enseñarle a las que quieran saber   como bañar a un bebé, como hacer el biberon, como ponerle un pañal y como hacer arroz carne y frijoles.
Guachito de pollo con culantro y contar los 3 centavos  Porque con la generacion ""feminazi"" Sálvese quien pueda.",2019-12-16 10:54:48,Panamá,528,626,9238,"Pintora paisajista, e hiperrealista, poetisa escritora de cuentos infantiles.. Historiadora.. Resocializadora de locos drogos etc",False,es,misogino
1209306132029853697,FEMINAZIS HIPÓCRITAS!! https://t.co/oXpk4bMf6s,2019-12-24 02:53:44,Argentina ,50,679,1066,#Libertario #ProPatriarcado #AntiFeminazi #AntiIngenieriaSociaDeGenero #ResistenciaAntiNOM,False,es,misogino
1212725389266706432,"@NOmasCNE Si Madonna le pega un puñetazo a un hombre porque le jala el brazo esta bien porque es un acosador sexual. No importa cuando leas esto, siempre tendrás la culpa si eres hombre para los feminazi.",2020-01-02 13:20:38,"Gipuzkoa, País Vasco",277,304,1629,Consultor de Marketing⎮✍ Diseño planes de marketing fijando objetivos🎯  para medir el crecimiento 🚀 con el uso de estrategias digitales y comerciales.,False,es,misogino
1212725389266706432,"@NOmasCNE Si Madonna le pega un puñetazo a un hombre porque le jala el brazo esta bien porque es un acosador sexual. No importa cuando leas esto, siempre tendrás la culpa si eres hombre para los feminazi.",2020-01-02 13:20:38,"Gipuzkoa, País Vasco",277,304,1629,Consultor de Marketing⎮✍ Diseño planes de marketing fijando objetivos🎯  para medir el crecimiento 🚀 con el uso de estrategias digitales y comerciales.,False,es,misogino
1236657686634205184,"Le cogi fastidio a las feminazis, sorryyy",2020-03-08 14:19:03,,592,183,7238,nada,False,es,misogino
1237402892564402176,"#oraciónmartes Oro por los padres solteros. Señor ilumínalos para ejercer su paternidad muy a pesar de las feminazis y de la sociedad que los estigmatice en vez de propender porque los hombres, solteros o no, ...",2020-03-10 15:40:14,"Bogotá, D.C., Colombia",1536,4996,1358,"Lawyer, Certified Translator and Conference  Interpreter, Teacher, Columnist, Consultant, Realtor...Conservative, Catholic.Married. Available 24/7.",False,es,misogino
1209002719299674112,@fachallica Creo que esta panda de feminazis pasan mucha hambre .../ https://t.co/SViUxIiWpA,2019-12-23 06:48:05,En algún lugar en el mundo,374,640,15652,"Soy fuerte porque fui débil,estoy en guardia porque fui traicionado,me río porque estuve triste y vivo al día porque mañana no es seguro.",False,es,misogino
1209002719299674112,@fachallica Creo que esta panda de feminazis pasan mucha hambre .../ https://t.co/SViUxIiWpA,2019-12-23 06:48:05,En algún lugar en el mundo,374,640,15652,"Soy fuerte porque fui débil,estoy en guardia porque fui traicionado,me río porque estuve triste y vivo al día porque mañana no es seguro.",False,es,misogino
1205339921436860416,@Gonkano Locas Feminazi aborteras matabebes.,2019-12-13 04:13:26,Lima,192,195,1076,"Enseño Inglés, Historia, Biología. Canto bien. Fan de todas las Artes. Antifeminazi.",False,es,misogino
1207661746862858240,Cada día vuelvo a ver otro video de las feminazis! Como son tan ridículas y locas vale! La gente pasa pena sola...,2019-12-19 13:59:32,Venezuela,295,356,889,Entre sábanas de olas 🇻🇪 🌙,False,es,misogino
1207661746862858240,Cada día vuelvo a ver otro video de las feminazis! Como son tan ridículas y locas vale! La gente pasa pena sola...,2019-12-19 13:59:32,Venezuela,295,356,889,Entre sábanas de olas 🇻🇪 🌙,False,es,misogino
1214178889657917448,"No todas las lesbianas odian a los hombres, me consta, las que odian a los hombres son solo las feminazis, que son un grupito minúsculo (pero ruidoso lamentablemente), a ese grupito hay que arriconarlas hasta meterlas en un galpón, cerrarlo con llave y luego quemarlo.",2020-01-06 13:36:20,"Cataluña, España",3172,2985,87591,"Del cielo cayó mi madre, encima cayó mi padre y después de tanto desmadre, nació este coñito e'madre. 

CFC 💙",False,es,misogino
1212736562410270721,@elcomercio_peru Otra feminazi más,2020-01-02 14:05:02,"Lima, Perú",1032,1476,4409,"Seguidor del doblaje en general, apoyándolo en lo posible para que sea valorado como se merece.",False,es,misogino
1206920547428384770,"Jajajajaja que sucede aquii 🤣🤣
que dicen las feminazis https://t.co/3oKk0LUiWV",2019-12-17 12:54:16,"Caracas, Venezuela",192,166,120,Youtube+ Oficial» https://t.co/NtRQQxYm4G,False,es,misogino
1206920547428384770,"Jajajajaja que sucede aquii 🤣🤣
que dicen las feminazis https://t.co/3oKk0LUiWV",2019-12-17 12:54:16,"Caracas, Venezuela",192,166,120,Youtube+ Oficial» https://t.co/NtRQQxYm4G,False,es,misogino
1206920547428384770,"Jajajajaja que sucede aquii 🤣🤣
que dicen las feminazis https://t.co/3oKk0LUiWV",2019-12-17 12:54:16,"Caracas, Venezuela",192,166,120,Youtube+ Oficial» https://t.co/NtRQQxYm4G,False,es,misogino
1206920547428384770,"Jajajajaja que sucede aquii 🤣🤣
que dicen las feminazis https://t.co/3oKk0LUiWV",2019-12-17 12:54:16,"Caracas, Venezuela",192,166,120,Youtube+ Oficial» https://t.co/NtRQQxYm4G,False,es,misogino
1214253936732987396,Para todas ustedes feminazis ridículas hijas de puta. pendejas ! https://t.co/X2f4203jgj,2020-01-06 18:34:32,En todo el mundo ,298,321,53169,"Esto es ? espartaaaaa !!!, culeros.",False,es,misogino
1213870892138323970,@LaFallaras @TeruelExiste_ Allí te puedes emborrachas loca alcohólica,2020-01-05 17:12:27,,71,284,2415,"Cholista, pero ante todo del Atleti",False,es,misogino
1213870892138323970,@LaFallaras @TeruelExiste_ Allí te puedes emborrachas loca alcohólica,2020-01-05 17:12:27,,71,284,2415,"Cholista, pero ante todo del Atleti",False,es,misogino
1205642520350396417,"@LaFallaras @populares @CiudadanosCs Loca que eres una puñetera loca, sin ser NADIE, tienes que hablar de personajes reconocidos para intentar ser ALGUIEN. 

PATÉTICA",2019-12-14 00:15:51,un lugar del mundo,295,369,2049,Hostelero y Taurino 100%,False,es,misogino
1210967189005537280,@colchadogui @reyreysincorona Troles defendiendo la insencibilidad de quienes deberían servir a los peruanos. Será pq las feminazis solo defienden al aborto y a los homos??,2019-12-28 16:54:11,"Huanuco, Peru",13,77,1981,,False,es,misogino
1210967189005537280,@colchadogui @reyreysincorona Troles defendiendo la insencibilidad de quienes deberían servir a los peruanos. Será pq las feminazis solo defienden al aborto y a los homos??,2019-12-28 16:54:11,"Huanuco, Peru",13,77,1981,,False,es,misogino
1210967189005537280,@colchadogui @reyreysincorona Troles defendiendo la insencibilidad de quienes deberían servir a los peruanos. Será pq las feminazis solo defienden al aborto y a los homos??,2019-12-28 16:54:11,"Huanuco, Peru",13,77,1981,,False,es,misogino
1210967189005537280,@colchadogui @reyreysincorona Troles defendiendo la insencibilidad de quienes deberían servir a los peruanos. Será pq las feminazis solo defienden al aborto y a los homos??,2019-12-28 16:54:11,"Huanuco, Peru",13,77,1981,,False,es,misogino
1207419332592099328,@ZuluagaCamila Porque sera que las feminazis son tan feas . sera que compensan eso con al estupidez.,2019-12-18 21:56:16,"Meta, Colombia",435,625,6897,"Uribista por convicción y no por imposición .dé Colombia para el mundo, primero muerto qué arrodillado #uribistasigueuribista",False,es,misogino
1208757516030631937,"@silvitabuendia Defender a mujeres de actos violentos, educar a la sociedad el respeto, no es motivo q les digan feminazis, pero cuando quieren abortar sin ser víctimas de una violación, sino por haber sido descuidados al haber tenido un acto sexual concentido... es correcto decirles feminazis",2019-12-22 14:33:44,Quito,1942,2175,37714,,False,es,misogino
1205621070457376768,@LaFallaras @populares @CiudadanosCs Eres patética,2019-12-13 22:50:37,"Azuqueca de Henares, España",5368,1486,4813,I love spanking bad girls of all ages (+ 18) Spain and all over,False,es,misogino
1205621070457376768,@LaFallaras @populares @CiudadanosCs Eres patética,2019-12-13 22:50:37,"Azuqueca de Henares, España",5368,1486,4813,I love spanking bad girls of all ages (+ 18) Spain and all over,False,es,misogino
1210290058558869505,"@LaFallaras @PeioHR Hay alguna razón, algún motivo, alguna frustración, para ofender de esa manera? Dios me perdone!!
Absoluta hija de la gran puta, descerebrada, alcohólica y porrera. A la Señora, a la madre del hijo de Dios, no la ofende Ud en mi presencia!!",2019-12-26 20:03:30,Oviedo,1584,1540,19944,Feo (no pongo foto) Fuerte (tirando a gordo) Formal (tengo mis días),False,es,misogino
1210290058558869505,"@LaFallaras @PeioHR Hay alguna razón, algún motivo, alguna frustración, para ofender de esa manera? Dios me perdone!!
Absoluta hija de la gran puta, descerebrada, alcohólica y porrera. A la Señora, a la madre del hijo de Dios, no la ofende Ud en mi presencia!!",2019-12-26 20:03:30,Oviedo,1584,1540,19944,Feo (no pongo foto) Fuerte (tirando a gordo) Formal (tengo mis días),False,es,misogino
1208153403186188288,"@Solidaridad_PSN @LucianoRevoredo Pues uds harían bien en no enviar a nadie más a inmolarse donde los desubicaos de @RPPNoticias  y su feminazi PDR que ya advirtió, creo que ha comprado acciones de ese medio mermelero, o es que el dueño le da carta blanca para decidir que uds no van más.",2019-12-20 22:33:12,"Lima, Peru",821,616,98609,Mujer de Derechas. No comulgo con el feminismo barato de hoy #ComunistasTerrucosNoPasaran #OrgullosaDeMiPais #HijaDeTauro,False,es,misogino
1208153403186188288,"@Solidaridad_PSN @LucianoRevoredo Pues uds harían bien en no enviar a nadie más a inmolarse donde los desubicaos de @RPPNoticias  y su feminazi PDR que ya advirtió, creo que ha comprado acciones de ese medio mermelero, o es que el dueño le da carta blanca para decidir que uds no van más.",2019-12-20 22:33:12,"Lima, Peru",821,616,98609,Mujer de Derechas. No comulgo con el feminismo barato de hoy #ComunistasTerrucosNoPasaran #OrgullosaDeMiPais #HijaDeTauro,False,es,misogino
1208153403186188288,"@Solidaridad_PSN @LucianoRevoredo Pues uds harían bien en no enviar a nadie más a inmolarse donde los desubicaos de @RPPNoticias  y su feminazi PDR que ya advirtió, creo que ha comprado acciones de ese medio mermelero, o es que el dueño le da carta blanca para decidir que uds no van más.",2019-12-20 22:33:12,"Lima, Peru",821,616,98609,Mujer de Derechas. No comulgo con el feminismo barato de hoy #ComunistasTerrucosNoPasaran #OrgullosaDeMiPais #HijaDeTauro,False,es,misogino
1211069177349525504,"HORROOOOOOR está casi calato con su gorro de policía y su diploma tapando su órgano genital. Ayyy y sus tetillas, quémenlo como a las feminazis que se quitan el brasier para protestar. 
#Sarcasm 
Pd. Doble moral everywhere https://t.co/2jj3CTSDw8",2019-12-28 23:39:27,"Lima, Peru",1555,1534,26804,"Perú - Abogada. Feminista interseccional. Agnóstica. 

Integrante de @EsMomento_pe 

Las opiniones son mías.",False,es,misogino
1206632177263370242,@17Vane1117 Que pendejadas dicen estas feminazis,2019-12-16 17:48:23,"Medellín, Colombia",661,950,16599,URIBISTA,False,es,misogino
